"school_name";"title";"id";"tage";"zeit";"ort";"kursleiter";"zeitraum";"preise";"status"
"BEUTH";"Pausenexpress";"727";"Do";"13:00-13:15";"PE";"24.09.-26.11.";"['entgeltfrei']";"abgelaufen"
"BEUTH";"Pausenexpress";"728";"Do";"13:30-13:45";"PE";"24.09.-26.11.";"['entgeltfrei']";"abgelaufen"
"BEUTH";"Pimp your Body";"152";"Mo";"19:30-20:30";"Beuth Hochschule für Technik, Raum 408, Haus Beuth";"19.10.-25.01.";"['15', '25', '35']";"ausgebucht"
"BEUTH";"Powershape";"153";"Do";"20:15-21:30";"Beuth Hochschule für Technik, Raum 408, Haus Beuth";"22.10.-28.01.";"['15', '25', '35']";"ausgebucht"
"BEUTH";"Resilienz-Seminar für Führungskräfte";"811";"Mi";"09:30-17:00";"Beuth Hochschule für Technik, Raum 318, Haus Beuth";"23.09.";"['entgeltfrei']";"abgelaufen"
"BEUTH";"Rudern Kompaktanfängerkurs";"210";"Mo";"17:00-19:30";"RudernRudernRudern";"28.09.-16.10.";"['15', '25', '35']";"abgelaufen"
"BEUTH";"Rudern Kompaktanfängerkurs";"210";"Mi";"17:00-19:30";"RudernRudernRudern";"28.09.-16.10.";"['15', '25', '35']";"abgelaufen"
"BEUTH";"Rudern Kompaktanfängerkurs";"210";"Fr";"17:00-19:30";"RudernRudernRudern";"28.09.-16.10.";"['15', '25', '35']";"abgelaufen"
"BEUTH";"Rudern Sternfahrt";"214";"Sa";"09:00-18:00";"RudernRudern";"24.10.-25.10.";"['entgeltfrei']";"abgelaufen"
"BEUTH";"Rudern Sternfahrt";"214";"So";"09:00-18:00";"RudernRudern";"24.10.-25.10.";"['entgeltfrei']";"abgelaufen"
"BEUTH";"Rudertreff";"211";"Sa";"13:00-16:00";"Rudern";"03.10.-26.03.";"['45', '55', '60']";"buchen"
"BEUTH";"Rudertreff ( ab der 2. Semesterhälfte )";"212";"Sa";"13:00-16:00";"Rudern";"02.01.-26.03.";"['20', '25', '35']";"buchen"
"BEUTH";"Rückenfit";"154";"Do";"15:00-16:00";"Beuth Hochschule für Technik, Raum 408, Haus Beuth";"22.10.-28.01.";"['25', '35', '45']";"keine Buchung"
"BEUTH";"Salsa";"155";"Do";"18:30-20:00";"Beuth Hochschule für Technik, Raum 402, Haus Beuth";"22.10.-26.11.";"['17', '27', '37']";"abgelaufen"
"BEUTH";"Salsa";"156";"Do";"18:30-20:00";"Beuth Hochschule für Technik, Raum 402, Haus Beuth";"03.12.-21.01.";"['17', '27', '37']";"buchen"
"BEUTH";"Selbstvert. mit Alltagsgegenst";"408";"Sa";"10:00-14:00";"Beuth Hochschule für Technik, Raum 401, Haus Beuth";"05.12.";"['15', '20', '25']";"abgelaufen"
